Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
36,Sun,5/5/19,16:15 (10:15),Real Madrid,2.7,3–2,0.9,Villarreal,46294,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
36,Sun,5/5/19,18:30 (12:30),Valladolid,0.5,1–0,1.2,Athletic Bilbao,21151,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz,Match Report,
36,Sun,5/5/19,20:45 (14:45),Huesca,2.5,2–6,2.4,Valencia,6378,Estadio El Alcoraz,Carlos del Cerro,Match Report,
,,,,,,,,,,,,,
37,Sun,5/12/19,18:30 (12:30),Girona,1.7,1–2,0.6,Levante,13342,Estadi Municipal de Montilivi,Carlos del Cerro,Match Report,
37,Sun,5/12/19,18:30 (12:30),Betis,2.4,2–1,1.3,Huesca,28078,Estadio Benito Villamarín,Adrián Cordero,Match Report,
37,Sun,5/12/19,18:30 (12:30),Atlético Madrid,1.3,1–1,0.8,Sevilla,60234,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
37,Sun,5/12/19,18:30 (12:30),Athletic Bilbao,2.4,3–1,1,Celta Vigo,42494,San Mamés,Javier Estrada,Match Report,
37,Sun,5/12/19,18:30 (12:30),Valencia,1.2,3–1,0.8,Alavés,37744,Estadio de Mestalla,Guillermo Cuadra,Match Report,
37,Sun,5/12/19,18:30 (12:30),Leganés,0.9,0–2,2.6,Espanyol,10597,Estadio Municipal de Butarque,Mario Melero,Match Report,
37,Sun,5/12/19,18:30 (12:30),Rayo Vallecano,0.9,1–2,1.3,Valladolid,10040,Estadio del Rayo Vallecano,José Sánchez,Match Report,
37,Sun,5/12/19,18:30 (12:30),Real Sociedad,2.1,3–1,0.6,Real Madrid,27322,Estadio Municipal de Anoeta,Juan Martínez,Match Report,
37,Sun,5/12/19,18:30 (12:30),Villarreal,1.4,1–0,0.3,Eibar,17901,Estadio de la Cerámica,Pablo González,Match Report,
37,Sun,5/12/19,18:30 (12:30),Barcelona,2.4,2–0,1.1,Getafe,57088,Camp Nou,José González,Match Report,
,,,,,,,,,,,,,
38,Sat,5/18/19,13:00 (07:00),Levante,2.4,2–2,1.5,Atlético Madrid,20575,Estadio Ciudad de Valencia,Ignacio Iglesias,Match Report,
38,Sat,5/18/19,16:15 (10:15),Getafe,1.3,2–2,0.9,Villarreal,13579,Coliseum Alfonso Pérez,Javier Estrada,Match Report,
38,Sat,5/18/19,16:15 (10:15),Valladolid,0.9,0–2,1.8,Valencia,23455,Estadio Municipal José Zorrilla,Ricardo de Burgos,Match Report,
38,Sat,5/18/19,16:15 (10:15),Espanyol,1.1,2–0,0.5,Real Sociedad,26568,RCDE Stadium,Santiago Jaime,Match Report,
38,Sat,5/18/19,16:15 (10:15),Sevilla,1.8,2–0,0.7,Athletic Bilbao,28060,Estadio Ramón Sánchez Pizjuán,José Sánchez,Match Report,
38,Sat,5/18/19,20:45 (14:45),Alavés,1.2,2–1,0.9,Girona,11549,Estadio de Mendizorroza,Mario Melero,Match Report,
38,Sat,5/18/19,20:45 (14:45),Celta Vigo,2,2–2,1.1,Rayo Vallecano,21607,Estadio de Balaídos,Antonio Matéu Lahoz,Match Report,
38,Sat,5/18/19,20:45 (14:45),Huesca,0.9,2–1,0.6,Leganés,5575,Estadio El Alcoraz,Alberola Rojas,Match Report,
38,Sun,5/19/19,12:00 (06:00),Real Madrid,0.5,0–2,1.4,Betis,56900,Estadio Santiago Bernabéu,Alberto Undiano,Match Report,
38,Sun,5/19/19,16:15 (10:15),Eibar,1.4,2–2,1,Barcelona,5145,Estadio Municipal de Ipurúa,José Luis Munuera,Match Report,
